,Acronym,RosterID,Interceptions,InterceptionsYards,InterceptionTDs,PassDefended,ForcedFumbles,FumblesRecovered,FumbleYards,FumbleTDs,Sacks,CombinedTackles,SoloTackles,AssistedTackles,TacklesForLoss,QbHits,Safeties
273,cin,sfo85GeorgeKittle,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
274,cin,sfo05TreyLance,,,,,,,,,,,,,,,
275,cin,sfo38DeommodoreLenoir,,,,,,,,,,,,,,,
276,cin,sfo50AlexMack,,,,,,,,,0.0,5.0,3.0,2.0,0.0,0.0,
277,cin,sfo59JustinMarch,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,28.0,21.0,7.0,0.0,0.0,
278,cin,sfo88JordanMatthews,,,,,,,,,,,,,,,
279,cin,sfo69MikeMcGlinchey,,,,,,,,,,,,,,,
280,cin,sfo68ColtonMcKivitz,,,,,,,,,0.0,12.0,3.0,9.0,0.0,1.0,
281,cin,sfo25ElijahMitchell,,,,,,,,,0.0,4.0,4.0,0.0,0.0,0.0,
282,cin,sfo76JaylonMoore,,,,,,,,,0.0,5.0,5.0,0.0,1.0,0.0,
283,cin,sfo04EmmanuelMoseley,,,,,,,,,,,,,,,
284,cin,sfo31RaheemMostert,0.0,0.0,0.0,1.0,,,,,0.0,18.0,9.0,9.0,0.0,0.0,
285,cin,sfo43KaiNacua,,,,,,,,,,,,,,,
286,cin,sfo26JoshNorman,0.0,0.0,0.0,1.0,,,,,0.0,12.0,11.0,1.0,0.0,0.0,
287,cin,sfo53MarkNzeocha,,,,,,,,,,,,,,,
288,cin,sfo92CharlesOmenihu,,,,,,,,,5.5,50.0,29.0,21.0,6.0,12.0,
289,cin,sfo31JacquesPatrick,0.0,0.0,0.0,1.0,,,,,0.0,18.0,9.0,9.0,0.0,0.0,
290,cin,sfo46TayborPepper,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
291,cin,sfo59CurtisRobinson,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,28.0,21.0,7.0,0.0,0.0,
292,cin,sfo19DeeboSamuel,,,,,,,,,,,,,,,
293,cin,sfo18MohamedSanu,,,,,,,,,,,,,,,
294,cin,sfo28TreySermon,,,,,0.0,2.0,0.0,0.0,0.0,,,,,,
295,cin,sfo81TrentSherfield,,,,,,,,,,,,,,,
296,cin,sfo41BusterSkrine,,,,,0.0,1.0,29.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,
297,cin,sfo14JoeySlye,,,,,,,,,,,,,,,
298,cin,sfo47SaivionSmith,,,,,,,,,0.0,3.0,1.0,2.0,0.0,0.0,
299,cin,sfo95KentaviusStreet,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
300,cin,sfo26JaquiskiTartt,0.0,0.0,0.0,1.0,,,,,0.0,12.0,11.0,1.0,0.0,0.0,
301,cin,sfo20AmbryThomas,2.0,50.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,49.0,38.0,11.0,2.0,0.0,
302,cin,sfo75LakenTomlinson,,,,,,,,,,,,,,,
303,cin,sfo02JasonVerrett,,,,,,,,,,,,,,,
304,cin,sfo01JimmieWard,,,,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,
305,cin,sfo54FredWarner,,,,,,,,,,,,,,,
306,cin,sfo24K'WaunWilliams,1.0,15.0,0.0,8.0,3.0,1.0,0.0,0.0,0.5,97.0,64.0,33.0,5.0,1.0,
307,cin,sfo71TrentWilliams,,,,,0.0,1.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
308,cin,sfo94JordanWillis,0.0,0.0,0.0,3.0,1.0,2.0,43.0,0.0,7.5,62.0,33.0,29.0,12.0,17.0,
309,cin,sfo30JarrodWilson,1.0,65.0,0.0,4.0,0.0,1.0,46.0,0.0,0.0,88.0,67.0,21.0,3.0,1.0,
310,cin,sfo22JeffWilson,2.0,42.0,0.0,14.0,,,,,0.0,64.0,53.0,11.0,4.0,0.0,
311,cin,sfo32TavonWilson,,,,,,,,,0.0,2.0,1.0,1.0,0.0,0.0,
312,cin,sfo18MitchWishnowsky,,,,,,,,,,,,,,,
313,cin,sfo89CharlieWoerner,,,,,0.0,1.0,-15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
314,cin,chi13RodneyAdams,,,,,,,,,,,,,,,
315,cin,chi50JeremiahAttaochu,,,,,,,,,0.0,5.0,3.0,2.0,0.0,0.0,
316,cin,chi64AlexBars,,,,,,,,,,,,,,,
317,cin,chi90AngeloBlackson,,,,,1.0,1.0,4.0,0.0,0.0,9.0,5.0,4.0,1.0,2.0,
318,cin,chi75LarryBorom,,,,,,,,,,,,,,,
319,cin,chi25ArtieBurns,,,,,,,,,0.0,4.0,4.0,0.0,0.0,0.0,
320,cin,chi26DeonBush,0.0,0.0,0.0,1.0,,,,,0.0,12.0,11.0,1.0,0.0,0.0,
321,cin,chi10DamiereByrd,,,,,,,,,,,,,,,
322,cin,chi23MarquiChristian,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,
323,cin,chi19IsaiahCoulter,,,,,,,,,,,,,,,
324,cin,chi21XavierCrawford,2.0,59.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,66.0,48.0,18.0,8.0,2.0,
325,cin,chi14AndyDalton,,,,,,,,,,,,,,,
326,cin,chi68JamesDaniels,,,,,,,,,0.0,12.0,3.0,9.0,0.0,1.0,
327,cin,chi97MarioEdwards,,,,,,,,,,,,,,,
328,cin,chi60DieterEiselen,,,,,,,,,,,,,,,
329,cin,chi01JustinFields,,,,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,
330,cin,chi09NickFoles,,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
331,cin,chi38TashaunGipson,,,,,,,,,,,,,,,
332,cin,chi99TrevisGipson,,,,,,,,,0.0,4.0,1.0,3.0,0.0,0.0,
333,cin,chi91EddieGoldman,,,,,3.0,0.0,0.0,0.0,14.0,34.0,21.0,13.0,12.0,27.0,
334,cin,chi84MarquiseGoodwin,,,,,,,,,0.0,3.0,1.0,2.0,0.0,0.0,
335,cin,chi80JimmyGraham,,,,,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,
336,cin,chi27ThomasGraham,,,,,,,,,,,,,,,
337,cin,chi17JakeemGrant,,,,,,,,,0.0,11.0,8.0,3.0,0.0,0.0,
338,cin,chi24KhalilHerbert,1.0,15.0,0.0,8.0,3.0,1.0,0.0,0.0,0.5,97.0,64.0,33.0,5.0,1.0,
339,cin,chi96AkiemHicks,,,,,,,,,1.5,14.0,9.0,5.0,1.0,5.0,
340,cin,chi81J.P.Holtz,,,,,,,,,,,,,,,
341,cin,chi87JesperHorsted,,,,,,,,,,,,,,,
342,cin,chi36DeAndreHouston-Carson,,,,,,,,,,,,,,,
343,cin,chi93MargusHunt,,,,,1.0,0.0,0.0,0.0,1.0,15.0,5.0,10.0,0.0,2.0,
344,cin,chi74GermainIfedi,,,,,,,,,,,,,,,
345,cin,chi46BruceIrvin,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
346,cin,chi45JoelIyiegbuniwe,,,,,,,,,,,,,,,
347,cin,chi04EddieJackson,,,,,,,,,,,,,,,
348,cin,chi18JesseJames,,,,,,,,,,,,,,,
349,cin,chi76TevenJenkins,,,,,,,,,0.0,5.0,5.0,0.0,1.0,0.0,
350,cin,chi92CalebJohnson,,,,,,,,,5.5,50.0,29.0,21.0,6.0,12.0,
351,cin,chi33JaylonJohnson,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,14.0,9.0,0.0,0.0,
352,cin,chi57ChristianJones,1.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.5,91.0,57.0,34.0,5.0,2.0,
353,cin,chi31MichaelJoseph,0.0,0.0,0.0,1.0,,,,,0.0,18.0,9.0,9.0,0.0,0.0,
354,cin,chi46SamKamara,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
355,cin,chi39ThakariusKeyes,,,,,,,,,,,,,,,
356,cin,chi85ColeKmet,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
357,cin,chi63LaCaleLondon,,,,,0.0,0.0,-6.0,0.0,0.0,,,,,,
358,cin,chi52KhalilMack,,,,,,,,,0.0,6.0,4.0,2.0,0.0,2.0,
359,cin,chi43LedariusMack,,,,,,,,,,,,,,,
360,cin,chi59CassiusMarsh,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,28.0,21.0,7.0,0.0,0.0,
361,cin,chi32DavidMontgomery,,,,,,,,,0.0,2.0,1.0,1.0,0.0,0.0,
362,cin,chi11DarnellMooney,,,,,,,,,,,,,,,
363,cin,chi67SamMustipher,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
364,cin,chi35RyanNall,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,0.0,
365,cin,chi83DazzNewsome,,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
366,cin,chi98BilalNichols,,,,,,,,,2.0,43.0,22.0,21.0,3.0,7.0,
367,cin,chi16PatO'Donnell,,,,,,,,,,,,,,,
368,cin,chi44AlecOgletree,,,,,1.0,0.0,0.0,0.0,0.0,17.0,8.0,9.0,0.0,0.0,
369,cin,chi71JasonPeters,,,,,0.0,1.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
370,cin,chi31ArtavisPierce,0.0,0.0,0.0,1.0,,,,,0.0,18.0,9.0,9.0,0.0,0.0,
371,cin,chi94RobertQuinn,0.0,0.0,0.0,3.0,1.0,2.0,43.0,0.0,7.5,62.0,33.0,29.0,12.0,17.0,
372,cin,chi12AllenRobinson,,,,,,,,,,,,,,,
373,cin,chi02CairoSantos,,,,,,,,,,,,,,,
374,cin,chi48PatrickScales,,,,,,,,,0.0,6.0,4.0,2.0,0.0,0.0,
375,cin,chi20DukeShelley,2.0,50.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,49.0,38.0,11.0,2.0,0.0,
376,cin,chi73LachaviousSimmons,,,,,,,,,,,,,,,
377,cin,chi58RoquanSmith,,,,,,,,,,,,,,,
378,cin,chi49CharlesSnowden,0.0,0.0,0.0,1.0,,,,,0.0,30.0,18.0,12.0,0.0,0.0,
379,cin,chi79DamionSquare,,,,,,,,,,,,,,,
380,cin,chi37TeezTabor,,,,,,,,,0.0,15.0,11.0,4.0,0.0,0.0,
381,cin,chi79AlexTaylor,,,,,,,,,,,,,,,
382,cin,chi95KhyirisTonga,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
383,cin,chi59DannyTrevathan,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,28.0,21.0,7.0,0.0,0.0,
384,cin,chi22KindleVildor,2.0,42.0,0.0,14.0,,,,,0.0,64.0,53.0,11.0,4.0,0.0,
385,cin,chi30DeeVirgin,1.0,65.0,0.0,4.0,0.0,1.0,46.0,0.0,0.0,88.0,67.0,21.0,3.0,1.0,
386,cin,chi15NsimbaWebster,,,,,,,,,,,,,,,
387,cin,chi65CodyWhitehair,,,,,,,,,7.0,49.0,29.0,20.0,12.0,16.0,
388,cin,chi70ElijahWilkinson,,,,,,,,,,,,,,,
389,cin,chi08DamienWilliams,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
390,cin,chi55JoshWoods,4.0,31.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,100.0,57.0,43.0,5.0,1.0,
391,cin,cin77HakeemAdeniji,,,,,,,,,,,,,,,
392,cin,cin08BrandonAllen,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
393,cin,cin37RicardoAllen,,,,,,,,,0.0,15.0,11.0,4.0,0.0,0.0,
394,cin,cin20EliApple,2.0,50.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,49.0,38.0,11.0,2.0,0.0,
395,cin,cin22ChidobeAwuzie,2.0,42.0,0.0,14.0,,,,,0.0,64.0,53.0,11.0,4.0,0.0,
396,cin,cin49JoeBachie,0.0,0.0,0.0,1.0,,,,,0.0,30.0,18.0,12.0,0.0,0.0,
397,cin,cin51MarkusBailey,0.0,0.0,0.0,3.0,,,,,0.5,38.0,21.0,17.0,0.0,1.0,
398,cin,cin30JessieBates,1.0,65.0,0.0,4.0,0.0,1.0,46.0,0.0,0.0,88.0,67.0,21.0,3.0,1.0,
399,cin,cin24VonnBell,1.0,15.0,0.0,8.0,3.0,1.0,0.0,0.0,0.5,97.0,64.0,33.0,5.0,1.0,
400,cin,cin83TylerBoyd,,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
401,cin,cin09JoeBurrow,,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
402,cin,cin48AustinCalitro,,,,,,,,,0.0,6.0,4.0,2.0,0.0,0.0,
403,cin,cin79JacksonCarman,,,,,,,,,,,,,,,
404,cin,cin01Ja'MarrChase,,,,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,
405,cin,cin76MikeDaniels,,,,,,,,,0.0,5.0,5.0,0.0,1.0,0.0,
406,cin,cin35JalenDavis,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,0.0,
407,cin,cin33SeanDavis,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,14.0,9.0,0.0,0.0,
408,cin,cin59AkeemDavis-Gaither,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,28.0,21.0,7.0,0.0,0.0,
409,cin,cin25ChrisEvans,,,,,,,,,0.0,4.0,4.0,0.0,0.0,0.0,
410,cin,cin50JordanEvans,,,,,,,,,0.0,5.0,3.0,2.0,0.0,0.0,
411,cin,cin33TreFlowers,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,14.0,9.0,0.0,0.0,
412,cin,cin03ElliottFry,,,,,,,,,,,,,,,
413,cin,cin29VernonHargreaves,,,,,,,,,0.0,5.0,1.0,4.0,0.0,0.0,
414,cin,cin46ClarkHarris,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
415,cin,cin41TrayvonHenderson,,,,,0.0,1.0,29.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,
416,cin,cin91TreyHendrickson,,,,,3.0,0.0,0.0,0.0,14.0,34.0,21.0,13.0,12.0,27.0,
417,cin,cin85TeeHiggins,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
418,cin,cin92B.J.Hill,,,,,,,,,5.5,50.0,29.0,21.0,6.0,12.0,
419,cin,cin63TreyHill,,,,,0.0,0.0,-6.0,0.0,0.0,,,,,,
420,cin,cin21MikeHilton,2.0,59.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,66.0,48.0,18.0,8.0,2.0,
421,cin,cin44DariusHodge,,,,,1.0,0.0,0.0,0.0,0.0,17.0,8.0,9.0,0.0,0.0,
422,cin,cin66TreyHopkins,,,,,,,,,,,,,,,
423,cin,cin94SamHubbard,0.0,0.0,0.0,3.0,1.0,2.0,43.0,0.0,7.5,62.0,33.0,29.0,12.0,17.0,
424,cin,cin10KevinHuber,,,,,,,,,,,,,,,
425,cin,cin16TrentonIrwin,,,,,,,,,,,,,,,
426,cin,cin74FredJohnson,,,,,,,,,,,,,,,
427,cin,cin44ClayJohnston,,,,,1.0,0.0,0.0,0.0,0.0,17.0,8.0,9.0,0.0,0.0,
428,cin,cin47KeandreJones,,,,,,,,,0.0,3.0,1.0,2.0,0.0,0.0,
429,cin,cin90KhalidKareem,,,,,1.0,1.0,4.0,0.0,0.0,9.0,5.0,4.0,1.0,2.0,
430,cin,cin29NickMcCloud,,,,,,,,,0.0,5.0,1.0,4.0,0.0,0.0,
431,cin,cin02EvanMcPherson,,,,,,,,,,,,,,,
432,cin,cin28JoeMixon,,,,,0.0,2.0,0.0,0.0,0.0,,,,,,
433,cin,cin17StanleyMorgan,,,,,,,,,0.0,11.0,8.0,3.0,0.0,0.0,
434,cin,cin65LarryOgunjobi,,,,,,,,,7.0,49.0,29.0,20.0,12.0,16.0,
435,cin,cin34SamajePerine,,,,,,,,,0.0,6.0,6.0,0.0,0.0,0.0,
436,cin,cin23DariusPhillips,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,
437,cin,cin57GermainePratt,1.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.5,91.0,57.0,34.0,5.0,2.0,
438,cin,cin75IsaiahPrince,,,,,,,,,,,,,,,
439,cin,cin93WyattRay,,,,,1.0,0.0,0.0,0.0,1.0,15.0,5.0,10.0,0.0,2.0,
440,cin,cin98D.J.Reader,,,,,,,,,2.0,43.0,22.0,21.0,3.0,7.0,
441,cin,cin71RileyReiff,,,,,0.0,1.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
442,cin,cin96CameronSample,,,,,,,,,1.5,14.0,9.0,5.0,1.0,5.0,
443,cin,cin89DrewSample,,,,,0.0,1.0,-15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
444,cin,cin86MasonSchreck,,,,,,,,,,,,,,,
445,cin,cin99TylerShelvin,,,,,,,,,0.0,4.0,1.0,3.0,0.0,0.0,
446,cin,cin70D'AnteSmith,,,,,,,,,,,,,,,
447,cin,cin67QuintonSpain,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
448,cin,cin52NoahSpence,,,,,,,,,0.0,6.0,4.0,2.0,0.0,2.0,
449,cin,cin72XavierSu'a-Filo,,,,,,,,,,,,,,,
450,cin,cin64KeatonSutherland,,,,,,,,,,,,,,,
451,cin,cin19AudenTate,,,,,,,,,,,,,,,
452,cin,cin11TrentTaylor,,,,,,,,,,,,,,,
453,cin,cin31MichaelThomas,0.0,0.0,0.0,1.0,,,,,0.0,18.0,9.0,9.0,0.0,0.0,
454,cin,cin80MikeThomas,,,,,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,
455,cin,cin68JoshTupou,,,,,,,,,0.0,12.0,3.0,9.0,0.0,1.0,
456,cin,cin87C.J.Uzomah,,,,,,,,,,,,,,,
457,cin,cin26TraeWaynes,0.0,0.0,0.0,1.0,,,,,0.0,12.0,11.0,1.0,0.0,0.0,
458,cin,cin84MitchellWilcox,,,,,,,,,0.0,3.0,1.0,2.0,0.0,0.0,
459,cin,cin73JonahWilliams,,,,,,,,,,,,,,,
460,cin,cin12PookaWilliams,,,,,,,,,,,,,,,
461,cin,cin32TrayveonWilliams,,,,,,,,,0.0,2.0,1.0,1.0,0.0,0.0,
462,cin,cin40BrandonWilson,,,,,,,,,0.0,6.0,3.0,3.0,0.0,0.0,
463,cin,cin55LoganWilson,4.0,31.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,100.0,57.0,43.0,5.0,1.0,
464,cin,cin95RenellWren,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
465,buf,sfo53TyrellAdams,,,,,,,,,0.0,15.0,10.0,5.0,0.0,0.0,
466,buf,sfo11BrandonAiyuk,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
467,buf,sfo51AzeezAl-Shaair,,,,,,,,,1.0,9.0,5.0,4.0,1.0,1.0,
468,buf,sfo91ArikArmstead,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,41.0,29.0,12.0,10.0,14.0,
469,buf,sfo62AaronBanks,,,,,,,,,,,,,,,
470,buf,sfo17TravisBenjamin,,,,,0.0,2.0,-4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
471,buf,sfo97NickBosa,,,,,2.0,0.0,0.0,0.0,7.0,29.0,20.0,9.0,8.0,7.0,
472,buf,sfo64JakeBrendel,,,,,,,,,,,,,,,
473,buf,sfo60DanielBrunskill,,,,,,,,,,,,,,,
474,buf,sfo40TrentonCannon,,,,,,,,,,,,,,,
475,buf,sfo66TomCompton,,,,,,,,,,,,,,,
476,buf,sfo13RiverCracraft,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
477,buf,sfo43DarquezeDennard,,,,,,,,,,,,,,,
478,buf,sfo82RossDwelley,,,,,,,,,,,,,,,
479,buf,sfo56SamsonEbukam,,,,,,,,,,,,,,,
480,buf,sfo45DemetriusFlannigan-Fowles,,,,,,,,,,,,,,,
481,buf,sfo55DeeFord,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,18.0,8.0,10.0,1.0,7.0,
482,buf,sfo10JimmyGaroppolo,,,,,,,,,,,,,,,
483,buf,sfo90KevinGivens,,,,,,,,,0.0,2.0,2.0,0.0,0.0,1.0,
484,buf,sfo09RobbieGould,,,,,,,,,,,,,,,
485,buf,sfo57DreGreenlaw,0.0,0.0,0.0,1.0,,,,,1.5,14.0,8.0,6.0,2.0,9.0,
486,buf,sfo26DavontaeHarris,,,,,0.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
487,buf,sfo36MarcellHarris,,,,,,,,,,,,,,,
488,buf,sfo23JamycalHasty,5.0,59.0,1.0,10.0,1.0,2.0,16.0,0.0,1.0,74.0,53.0,21.0,4.0,2.0,
489,buf,sfo35BrianHill,,,,,,,,,,,,,,,
490,buf,sfo84TannerHudson,,,,,,,,,,,,,,,
491,buf,sfo29TalanoaHufanga,,,,,,,,,,,,,,,
492,buf,sfo96MauriceHurst,,,,,,,,,2.5,18.0,11.0,7.0,4.0,3.0,
493,buf,sfo25TonyJefferson,,,,,0.0,1.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,
494,buf,sfo15JauanJennings,,,,,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,
495,buf,sfo27DontaeJohnson,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,41.0,27.0,14.0,1.0,1.0,
496,buf,sfo48KerryonJohnson,,,,,,,,,,,,,,,
497,buf,sfo93D.J.Jones,0.0,0.0,0.0,1.0,,,,,3.5,12.0,8.0,4.0,3.0,8.0,
498,buf,sfo44KyleJuszczyk,1.0,15.0,0.0,1.0,,,,,0.0,19.0,12.0,7.0,0.0,0.0,
499,buf,sfo92ZachKerr,,,,,,,,,,,,,,,
500,buf,sfo98ArdenKey,,,,,,,,,3.0,17.0,11.0,6.0,4.0,3.0,
501,buf,sfo99JavonKinlaw,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,51.0,28.0,23.0,4.0,6.0,
502,buf,sfo13DreKirkpatrick,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
503,buf,sfo85GeorgeKittle,,,,,,,,,,,,,,,
504,buf,sfo05TreyLance,,,,,0.0,1.0,9.0,0.0,0.0,,,,,,
505,buf,sfo38DeommodoreLenoir,,,,,,,,,,,,,,,
506,buf,sfo50AlexMack,1.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,50.0,42.0,8.0,8.0,10.0,
507,buf,sfo59JustinMarch,,,,,0.0,1.0,0.0,0.0,0.0,10.0,4.0,6.0,0.0,0.0,
508,buf,sfo88JordanMatthews,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
509,buf,sfo69MikeMcGlinchey,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
510,buf,sfo68ColtonMcKivitz,,,,,,,,,,,,,,,
511,buf,sfo25ElijahMitchell,,,,,0.0,1.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,
512,buf,sfo76JaylonMoore,,,,,,,,,,,,,,,
513,buf,sfo04EmmanuelMoseley,,,,,,,,,,,,,,,
514,buf,sfo31RaheemMostert,0.0,0.0,0.0,2.0,,,,,0.0,2.0,2.0,0.0,0.0,0.0,
515,buf,sfo43KaiNacua,,,,,,,,,,,,,,,
516,buf,sfo26JoshNorman,,,,,0.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
517,buf,sfo53MarkNzeocha,,,,,,,,,0.0,15.0,10.0,5.0,0.0,0.0,
518,buf,sfo92CharlesOmenihu,,,,,,,,,,,,,,,
519,buf,sfo31JacquesPatrick,0.0,0.0,0.0,2.0,,,,,0.0,2.0,2.0,0.0,0.0,0.0,
520,buf,sfo46TayborPepper,1.0,25.0,0.0,1.0,,,,,0.0,14.0,8.0,6.0,0.0,0.0,
521,buf,sfo59CurtisRobinson,,,,,0.0,1.0,0.0,0.0,0.0,10.0,4.0,6.0,0.0,0.0,
522,buf,sfo19DeeboSamuel,,,,,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
523,buf,sfo18MohamedSanu,,,,,,,,,,,,,,,
524,buf,sfo28TreySermon,,,,,,,,,,,,,,,
525,buf,sfo81TrentSherfield,,,,,,,,,,,,,,,
526,buf,sfo41BusterSkrine,,,,,,,,,0.0,3.0,1.0,2.0,0.0,0.0,
527,buf,sfo14JoeySlye,,,,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,
528,buf,sfo47SaivionSmith,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,1.0,0.0,
529,buf,sfo95KentaviusStreet,,,,,,,,,,,,,,,
530,buf,sfo26JaquiskiTartt,,,,,0.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
531,buf,sfo20AmbryThomas,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
532,buf,sfo75LakenTomlinson,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
533,buf,sfo02JasonVerrett,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
534,buf,sfo01JimmieWard,,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
535,buf,sfo54FredWarner,1.0,12.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,35.0,29.0,6.0,4.0,1.0,
536,buf,sfo24K'WaunWilliams,1.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,76.0,53.0,23.0,4.0,3.0,
537,buf,sfo71TrentWilliams,,,,,,,,,,,,,,,
538,buf,sfo94JordanWillis,,,,,,,,,0.0,11.0,6.0,5.0,0.0,1.0,
539,buf,sfo30JarrodWilson,0.0,0.0,0.0,6.0,,,,,0.0,41.0,33.0,8.0,0.0,0.0,
540,buf,sfo22JeffWilson,,,,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,
541,buf,sfo32TavonWilson,,,,,,,,,,,,,,,
542,buf,sfo18MitchWishnowsky,,,,,,,,,,,,,,,
543,buf,sfo89CharlieWoerner,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
544,buf,chi13RodneyAdams,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
545,buf,chi50JeremiahAttaochu,1.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,50.0,42.0,8.0,8.0,10.0,
546,buf,chi64AlexBars,,,,,,,,,,,,,,,
547,buf,chi90AngeloBlackson,,,,,,,,,0.0,2.0,2.0,0.0,0.0,1.0,
548,buf,chi75LarryBorom,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
549,buf,chi25ArtieBurns,,,,,0.0,1.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,
550,buf,chi26DeonBush,,,,,0.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
551,buf,chi10DamiereByrd,,,,,,,,,,,,,,,
