,Acronym,RosterID,Completions,Attempts,PassingYards,PassingTDs,Interceptions,QBRate,QBR,RushingAttempts,RushingYards,RushingTDs,RushingYPG,RushingAPG,PassTargets,Receptions,ReceivingYards,ReceivingTDs,CatchPercentage,Touches,YardsFromScrimmage,Fumbles
1726,ram,ram54LeonardFloyd,,,,,,,,,,,,,,,,,,,,
1727,ram,ram04JordanFuller,,,,,,,,,,,,,,,,,,,,
1728,ram,ram34JakeFunk,,,,,,,,2,5,0,0.5,0.2,,,,,,2.0,0,0
1729,ram,ram91GregGaines,,,,,,,,,,,,,,,,,,,,
1730,ram,ram48ChrisGarrett,,,,,,,,,,,,,,,,,,,,
1731,ram,ram08MattGay,,,,,,,,,,,,,,,,,,,,
1732,ram,ram39JakeGervase,,,,,,,,,,,,,,,,,,,,
1733,ram,ram46GrantHaley,,,,,,,,,,,,,,,,,,,,
1734,ram,ram37TylerHall,,,,,,,,,,,,,,,,,,,,
1735,ram,ram87JacobHarris,,,,,,,,,,,,,,,,,,,,
1736,ram,ram79RobHavenstein,,,,,,,,,,,,,,,,,,,,
1737,ram,ram06JohnnyHekker,1,1,2,0,0,79.2,,1,0,0,0.0,0.1,,,,,,1.0,1,1
1738,ram,ram27DarrellHenderson,,,,,,,,149,688,5,57.3,12.4,40.0,29.0,176.0,3.0,72.5,178.0,0,0
1739,ram,ram89TylerHigbee,,,,,,,,0,0,0,0.0,0.0,85.0,61.0,560.0,5.0,71.8,61.0,1,1
1740,ram,ram96MichaelHoecht,,,,,,,,,,,,,,,,,,,,
1741,ram,ram58JustinHollins,,,,,,,,,,,,,,,,,,,,
1742,ram,ram88BrycenHopkins,,,,,,,,0,0,0,0.0,0.0,1.0,1.0,9.0,0.0,100.0,1.0,0,0
1743,ram,ram32TravinHoward,,,,,,,,,,,,,,,,,,,,
1744,ram,ram38BuddyHowell,,,,,,,,5,11,0,1.1,0.5,,,,,,5.0,0,0
1745,ram,ram23JujuHughes,,,,,,,,5,3,0,3.0,5.0,3.0,3.0,10.0,0.0,100.0,8.0,0,0
1746,ram,ram68AlaricJackson,,,,,,,,,,,,,,,,,,,,
1747,ram,ram01DeSeanJackson,,,,,,,,0,0,0,0.0,0.0,15.0,8.0,221.0,1.0,53.3,8.0,0,0
1748,ram,ram12VanJefferson,,,,,,,,2,20,0,1.2,0.1,89.0,50.0,802.0,6.0,56.2,52.0,0,0
1749,ram,ram50ErnestJones,,,,,,,,,,,,,,,,,,,,
1750,ram,ram44JamirJones,,,,,,,,,,,,,,,,,,,,
1751,ram,ram69SebastianJoseph-Day,,,,,,,,,,,,,,,,,,,,
1752,ram,ram59MicahKiser,,,,,,,,,,,,,,,,,,,,
1753,ram,ram17J.J.Koski,,,,,,,,,,,,,,,,,,,,
1754,ram,ram10CooperKupp,0,1,0,0,0,39.6,10.4,4,18,0,1.1,0.2,191.0,145.0,1947.0,16.0,75.9,149.0,0,0
1755,ram,ram53JustinLawler,,,,,,,,,,,,,,,,,,,,
1756,ram,ram52TerrellLewis,,,,,,,,,,,,,,,,,,,,
1757,ram,ram22DavidLong,,,,,,,,,,,,,,,,,,,,
1758,ram,ram25SonyMichel,,,,,,,,208,845,4,49.7,12.2,33.0,21.0,128.0,1.0,63.6,229.0,1,1
1759,ram,ram40VonMiller,,,,,,,,,,,,,,,,,,,,
1760,ram,ram82JohnnyMundt,,,,,,,,0,0,0,0.0,0.0,1.0,1.0,9.0,0.0,100.0,1.0,0,0
1761,ram,ram70JosephNoteboom,,,,,,,,,,,,,,,,,,,,
1762,ram,ram45OgbonniaOkoronkwo,,,,,,,,,,,,,,,,,,,,
1763,ram,ram35KareemOrr,,,,,,,,,,,,,,,,,,,,
1764,ram,ram42MatthewOrzech,,,,,,,,,,,,,,,,,,,,
1765,ram,ram19BrandonPowell,,,,,,,,,,,,,,,,,,,,
1766,ram,ram05JalenRamsey,,,,,,,,,,,,,,,,,,,,
1767,ram,ram24TaylorRapp,,,,,,,,,,,,,,,,,,,,
1768,ram,ram36J.R.Reed,,,,,,,,2,5,0,1.7,0.7,,,,,,2.0,0,0
1769,ram,ram51TroyReeder,,,,,,,,,,,,,,,,,,,,
1770,ram,ram94A'ShawnRobinson,,,,,,,,,,,,,,,,,,,,
1771,ram,ram31RobertRochell,,,,,,,,,,,,,,,,,,,,
1772,ram,ram56ChristianRozeboom,,,,,,,,,,,,,,,,,,,,
1773,ram,ram36MekhiSargent,,,,,,,,2,5,0,1.7,0.7,,,,,,2.0,0,0
1774,ram,ram33NickScott,,,,,,,,,,,,,,,,,,,,
1775,ram,ram65ColemanShelton,,,,,,,,,,,,,,,,,,,,
1776,ram,ram18BenSkowronek,,,,,,,,0,0,0,0.0,0.0,20.0,11.0,133.0,0.0,55.0,11.0,0,0
1777,ram,ram09MatthewStafford,404,601,4886,41,17,102.9,63.8,32,43,0,2.5,1.9,,,,,,32.0,5,5
1778,ram,ram77AndrewWhitworth,,,,,,,,,,,,,,,,,,,,
1779,ram,ram11DariousWilliams,,,,,,,,,,,,,,,,,,,,
1780,ram,ram92JonahWilliams,,,,,,,,,,,,,,,,,,,,
1781,ram,ram13JohnWolford,1,4,5,0,1,0.0,0.1,2,-1,0,-0.3,0.7,,,,,,2.0,0,0
1782,ram,ram02RobertWoods,,,,,,,,8,46,1,5.1,0.9,69.0,45.0,556.0,4.0,65.2,53.0,0,0
1783,ram,ram41KennyYoung,,,,,,,,,,,,,,,,,,,,
1784,rav,rav89MarkAndrews,,,,,,,,1,0,0,0.0,0.1,153.0,107.0,1361.0,9.0,69.9,108.0,1,1
1785,rav,rav23AnthonyAverett,,,,,,,,,,,,,,,,,,,,
1786,rav,rav12RashodBateman,,,,,,,,0,0,0,0.0,0.0,68.0,46.0,515.0,1.0,67.6,46.0,0,0
1787,rav,rav17Le'VeonBell,,,,,,,,31,83,2,16.6,6.2,3.0,1.0,-1.0,0.0,33.3,32.0,0,0
1788,rav,rav49ChrisBoard,,,,,,,,,,,,,,,,,,,,
1789,rav,rav54TyusBowser,,,,,,,,,,,,,,,,,,,,
1790,rav,rav80MilesBoykin,,,,,,,,0,0,0,0.0,0.0,1.0,1.0,6.0,0.0,100.0,1.0,0,0
1791,rav,rav86NickBoyle,,,,,,,,0,0,0,0.0,0.0,2.0,1.0,2.0,0.0,50.0,1.0,0,0
1792,rav,rav77BradleyBozeman,,,,,,,,,,,,,,,,,,,,
1793,rav,rav05MarquiseBrown,,,,,,,,1,5,0,0.3,0.1,146.0,91.0,1008.0,6.0,62.3,92.0,3,3
1794,rav,rav56JoshBynes,,,,,,,,,,,,,,,,,,,,
1795,rav,rav93CalaisCampbell,,,,,,,,,,,,,,,,,,,,
1796,rav,rav39TrentonCannon,,,,,,,,2,5,0,5.0,2.0,,,,,,2.0,0,0
1797,rav,rav36ChuckClark,,,,,,,,,,,,,,,,,,,,
1798,rav,rav66BenCleveland,,,,,,,,,,,,,,,,,,,,
1799,rav,rav63TrystanColon-Castillo,,,,,,,,,,,,,,,,,,,,
1800,rav,rav13DevinDuvernay,,,,,,,,7,50,0,3.1,0.4,47.0,33.0,272.0,2.0,70.2,40.0,1,1
1801,rav,rav32DeShonElliott,,,,,,,,,,,,,,,,,,,,
1802,rav,rav71JustinEllis,,,,,,,,,,,,,,,,,,,,
1803,rav,rav45JaylonFerguson,,,,,,,,,,,,,,,,,,,,
1804,rav,rav33DevontaFreeman,,,,,,,,133,576,5,36.0,8.3,42.0,34.0,190.0,1.0,81.0,167.0,0,0
1805,rav,rav40MalikHarrison,,,,,,,,,,,,,,,,,,,,
1806,rav,rav59DaelinHayes,,,,,,,,,,,,,,,,,,,,
1807,rav,rav50JustinHouston,,,,,,,,,,,,,,,,,,,,
1808,rav,rav44MarlonHumphrey,,,,,,,,,,,,,,,,,,,,
1809,rav,rav02TylerHuntley,122,188,1081,3,4,76.6,49.0,47,294,2,42.0,6.7,,,,,,47.0,4,4
1810,rav,rav08LamarJackson,246,382,2882,16,13,87.0,50.7,133,767,2,63.9,11.1,,,,,,133.0,6,6
1811,rav,rav17RobertJackson,,,,,,,,31,83,2,16.6,6.2,3.0,1.0,-1.0,0.0,33.3,32.0,0,0
1812,rav,rav31TonyJefferson,,,,,,,,,,,,,,,,,,,,
1813,rav,rav15JoshJohnson,28,40,304,2,1,98.3,,5,10,0,10.0,5.0,,,,,,5.0,2,2
1814,rav,rav61JarydJones-Smith,,,,,,,,,,,,,,,,,,,,
1815,rav,rav04SamKoch,0,1,0,0,0,39.6,,,,,,,,,,,,,,
1816,rav,rav41AnthonyLevine,,,,,,,,,,,,,,,,,,,,
1817,rav,rav94IsaiahMack,,,,,,,,,,,,,,,,,,,,
1818,rav,rav92JustinMadubuike,,,,,,,,,,,,,,,,,,,,
1819,rav,rav47NateMcCrary,,,,,,,,1,-1,0,-1.0,1.0,,,,,,1.0,0,0
1820,rav,rav69KahlilMcKenzie,,,,,,,,,,,,,,,,,,,,
1821,rav,rav90PernellMcPhee,,,,,,,,,,,,,,,,,,,,
1822,rav,rav65PatrickMekari,,,,,,,,,,,,,,,,,,,,
1823,rav,rav46NickMoore,,,,,,,,,,,,,,,,,,,,
1824,rav,rav28LataviusMurray,,,,,,,,119,501,6,35.8,8.5,13.0,10.0,75.0,0.0,76.9,129.0,0,0
1825,rav,rav67CedricOgbuehi,,,,,,,,,,,,,,,,,,,,
1826,rav,rav84JoshOliver,,,,,,,,0,0,0,0.0,0.0,15.0,9.0,66.0,0.0,60.0,9.0,1,1
1827,rav,rav99OdafeOweh,,,,,,,,,,,,,,,,,,,,
1828,rav,rav74TyrePhillips,,,,,,,,,,,,,,,,,,,,
1829,rav,rav83TonyPoljan,,,,,,,,,,,,,,,,,,,,
1830,rav,rav72BenPowers,,,,,,,,,,,,,,,,,,,,
1831,rav,rav11JamesProche,,,,,,,,0,0,0,0.0,0.0,20.0,16.0,202.0,0.0,80.0,16.0,0,0
1832,rav,rav06PatrickQueen,,,,,,,,,,,,,,,,,,,,
1833,rav,rav42PatrickRicard,,,,,,,,2,4,0,0.3,0.2,13.0,8.0,63.0,1.0,61.5,10.0,0,0
1834,rav,rav48JordanRichards,,,,,,,,,,,,,,,,,,,,
1835,rav,rav38KevonSeymour,,,,,,,,,,,,,,,,,,,,
1836,rav,rav62DavidSharpe,,,,,,,,,,,,,,,,,,,,
1837,rav,rav76AndreSmith,,,,,,,,,,,,,,,,,,,,
1838,rav,rav22JimmySmith,,,,,,,,,,,,,,,,,,,,
1839,rav,rav79RonnieStanley,,,,,,,,,,,,,,,,,,,,
1840,rav,rav21BrandonStephens,,,,,,,,,,,,,,,,,,,,
1841,rav,rav26GenoStone,,,,,,,,,,,,,,,,,,,,
1842,rav,rav58JoeThomas,,,,,,,,,,,,,,,,,,,,
1843,rav,rav85EricTomlinson,,,,,,,,0,0,0,0.0,0.0,1.0,1.0,7.0,0.0,100.0,1.0,0,0
1844,rav,rav09JustinTucker,,,,,,,,,,,,,,,,,,,,
1845,rav,rav78AlejandroVillanueva,,,,,,,,,,,,,,,,,,,,
1846,rav,rav16TylanWallace,,,,,,,,0,0,0,0.0,0.0,6.0,2.0,23.0,0.0,33.3,2.0,0,0
1847,rav,rav29Ar'DariusWashington,,,,,,,,,,,,,,,,,,,,
1848,rav,rav96BroderickWashington,,,,,,,,,,,,,,,,,,,,
1849,rav,rav14SammyWatkins,,,,,,,,0,0,0,0.0,0.0,49.0,27.0,394.0,1.0,55.1,27.0,1,1
1850,rav,rav57KristianWelch,,,,,,,,,,,,,,,,,,,,
1851,rav,rav30ChrisWestry,,,,,,,,,,,,,,,,,,,,
1852,rav,rav39MazziWilkins,,,,,,,,2,5,0,5.0,2.0,,,,,,2.0,0,0
1853,rav,rav98BrandonWilliams,,,,,,,,,,,,,,,,,,,,
1854,rav,rav34Ty'SonWilliams,,,,,,,,35,185,1,14.2,2.7,12.0,9.0,84.0,0.0,75.0,44.0,1,1
1855,rav,rav29DarylWorley,,,,,,,,,,,,,,,,,,,,
1856,rav,rav25TavonYoung,,,,,,,,,,,,,,,,,,,,
1857,rav,rav70KevinZeitler,,,,,,,,,,,,,,,,,,,,
1858,nor,nor52MontraviusAdams,,,,,,,,,,,,,,,,,,,,
1859,nor,nor29PaulsonAdebo,,,,,,,,,,,,,,,,,,,,
1860,nor,nor05KwonAlexander,,,,,,,,,,,,,,,,,,,,
1861,nor,nor40AlexArmah,,,,,,,,5,21,0,2.3,0.6,1.0,1.0,1.0,1.0,100.0,6.0,0,0
1862,nor,nor72TerronArmstead,,,,,,,,,,,,,,,,,,,,
1863,nor,nor14KawaanBaker,,,,,,,,68,260,1,37.1,9.7,26.0,20.0,138.0,0.0,76.9,88.0,1,1
1864,nor,nor53ZackBaun,,,,,,,,,,,,,,,,,,,,
1865,nor,nor65CalebBenenoch,,,,,,,,,,,,,,,,,,,,
1866,nor,nor16IanBook,12,20,135,0,2,40.6,2.2,3,6,0,6.0,3.0,,,,,,3.0,0,0
1867,nor,nor91JosiahBronson,,,,,,,,,,,,,,,,,,,,
1868,nor,nor01MarquezCallaway,,,,,,,,0,0,0,0.0,0.0,84.0,46.0,698.0,6.0,54.8,46.0,0,0
1869,nor,nor77JamesCarpenter,,,,,,,,,,,,,,,,,,,,
1870,nor,nor64WillClapp,,,,,,,,,,,,,,,,,,,,
1871,nor,nor25KenCrawley,,,,,,,,,,,,,,,,,,,,
1872,nor,nor92MarcusDavenport,,,,,,,,,,,,,,,,,,,,
1873,nor,nor56DemarioDavis,,,,,,,,,,,,,,,,,,,,
1874,nor,nor50AndrewDowell,,,,,,,,,,,,,,,,,,,,
1875,nor,nor55KadenElliss,,,,,,,,,,,,,,,,,,,,
1876,nor,nor22ChaunceyGardner-Johnson,,,,,,,,,,,,,,,,,,,,
1877,nor,nor04BlakeGillikin,0,1,0,0,0,39.6,,,,,,,,,,,,,,
1878,nor,nor96CarlGranderson,,,,,,,,,,,,,,,,,,,,
1879,nor,nor48J.T.Gray,,,,,,,,,,,,,,,,,,,,
1880,nor,nor45GarrettGriffin,,,,,,,,0,0,0,0.0,0.0,4.0,4.0,39.0,0.0,100.0,4.0,1,1
1881,nor,nor42ChaseHansen,,,,,,,,,,,,,,,,,,,,
1882,nor,nor11DeonteHarris,,,,,,,,5,41,0,3.2,0.4,59.0,36.0,570.0,3.0,61.0,41.0,2,2
1883,nor,nor38JeffHeath,,,,,,,,,,,,,,,,,,,,
1884,nor,nor07TaysomHill,78,134,978,4,5,75.4,42.5,70,374,5,31.2,5.8,6.0,4.0,52.0,0.0,66.7,74.0,2,2
1885,nor,nor80ChrisHogan,,,,,,,,0,0,0,0.0,0.0,8.0,4.0,41.0,1.0,50.0,4.0,0,0
1886,nor,nor57JalynHolmes,,,,,,,,,,,,,,,,,,,,
1887,nor,nor60AlbertHuggins,,,,,,,,,,,,,,,,,,,,
1888,nor,nor84Lil'JordanHumphrey,,,,,,,,0,0,0,0.0,0.0,18.0,13.0,249.0,2.0,72.2,13.0,0,0
1889,nor,nor74JamesHurst,,,,,,,,,,,,,,,,,,,,
1890,nor,nor14MarkIngram,,,,,,,,68,260,1,37.1,9.7,26.0,20.0,138.0,0.0,76.9,88.0,1,1
1891,nor,nor27MalcolmJenkins,,,,,,,,,,,,,,,,,,,,
1892,nor,nor06BrianJohnson,,,,,,,,,,,,,,,,,,,,
1893,nor,nor83JuwanJohnson,,,,,,,,0,0,0,0.0,0.0,22.0,13.0,159.0,4.0,59.1,13.0,0,0
1894,nor,nor21TonyJones,,,,,,,,54,142,0,12.9,4.9,8.0,5.0,29.0,0.0,62.5,59.0,0,0
1895,nor,nor94CameronJordan,,,,,,,,,,,,,,,,,,,,
1896,nor,nor41AlvinKamara,,,,,,,,240,898,4,69.1,18.5,67.0,47.0,439.0,5.0,70.1,287.0,0,0
1897,nor,nor90TanohKpassagnon,,,,,,,,,,,,,,,,,,,,
1898,nor,nor66ForrestLamp,,,,,,,,,,,,,,,,,,,,
1899,nor,nor23MarshonLattimore,,,,,,,,,,,,,,,,,,,,
1900,nor,nor19BrettMaher,,,,,,,,,,,,,,,,,,,,
1901,nor,nor54JustinMarch,,,,,,,,,,,,,,,,,,,,
1902,nor,nor78ErikMcCoy,,,,,,,,,,,,,,,,,,,,
1903,nor,nor54WyntonMcManis,,,,,,,,,,,,,,,,,,,,
1904,nor,nor36JordanMiller,,,,,,,,,,,,,,,,,,,,
1905,nor,nor66JordanMills,,,,,,,,,,,,,,,,,,,,
1906,nor,nor88TyMontgomery,,,,,,,,15,44,0,3.1,1.1,26.0,16.0,95.0,0.0,61.5,31.0,0,0
1907,nor,nor79KyleMurphy,,,,,,,,,,,,,,,,,,,,
1908,nor,nor93DavidOnyemata,,,,,,,,,,,,,,,,,,,,
1909,nor,nor28DevineOzigbo,,,,,,,,1,-3,0,-1.5,0.5,1.0,1.0,7.0,0.0,100.0,2.0,0,0
1910,nor,nor06CodyParkey,,,,,,,,,,,,,,,,,,,,
1911,nor,nor75AndrusPeat,,,,,,,,,,,,,,,,,,,,
1912,nor,nor46AdamPrentice,,,,,,,,3,5,0,0.7,0.4,3.0,3.0,16.0,0.0,100.0,6.0,0,0
1913,nor,nor71RyanRamczyk,,,,,,,,,,,,,,,,,,,,
1914,nor,nor62AustinReiter,,,,,,,,,,,,,,,,,,,,
1915,nor,nor70ChristianRingo,,,,,,,,,,,,,,,,,,,,
1916,nor,nor97MalcolmRoach,,,,,,,,,,,,,,,,,,,,
1917,nor,nor21BradleyRoby,,,,,,,,54,142,0,12.9,4.9,8.0,5.0,29.0,0.0,62.5,59.0,0,0
1918,nor,nor06AldrickRosas,,,,,,,,,,,,,,,,,,,,
1919,nor,nor51CesarRuiz,,,,,,,,,,,,,,,,,,,,
1920,nor,nor35KeiVaraeRussell,,,,,,,,,,,,,,,,,,,,
1921,nor,nor15TrevorSiemian,108,188,1154,11,3,88.4,35.5,9,20,1,3.3,1.5,,,,,,9.0,3,3
1922,nor,nor10Tre'QuanSmith,,,,,,,,0,0,0,0.0,0.0,50.0,32.0,377.0,3.0,64.0,32.0,1,1
1923,nor,nor12KennyStills,,,,,,,,1,1,0,0.1,0.1,23.0,6.0,68.0,1.0,26.1,7.0,0,0
1924,nor,nor32BryceThompson,,,,,,,,,,,,,,,,,,,,
1925,nor,nor76CalvinThrockmorton,,,,,,,,,,,,,,,,,,,,
1926,nor,nor82AdamTrautman,,,,,,,,0,0,0,0.0,0.0,43.0,27.0,263.0,2.0,62.8,27.0,1,1
1927,nor,nor31DesmondTrufant,,,,,,,,,,,,,,,,,,,,
1928,nor,nor98PaytonTurner,,,,,,,,,,,,,,,,,,,,
1929,nor,nor99ShyTuttle,,,,,,,,,,,,,,,,,,,,
1930,nor,nor81NickVannett,,,,,,,,0,0,0,0.0,0.0,15.0,9.0,133.0,1.0,60.0,9.0,0,0
1931,nor,nor24DwayneWashington,,,,,,,,4,16,0,1.1,0.3,2.0,2.0,12.0,0.0,100.0,6.0,0,0
1932,nor,nor20PeteWerner,,,,,,,,,,,,,,,,,,,,
1933,nor,nor91EthanWestbrooks,,,,,,,,,,,,,,,,,,,,
1934,nor,nor17KevinWhite,,,,,,,,0,0,0,0.0,0.0,5.0,1.0,38.0,0.0,20.0,1.0,0,0
1935,nor,nor43MarcusWilliams,,,,,,,,,,,,,,,,,,,,
1936,nor,nor26P.J.Williams,,,,,,,,,,,,,,,,,,,,
1937,nor,nor18EasopWinston,,,,,,,,0,0,0,0.0,0.0,1.0,1.0,5.0,0.0,100.0,1.0,0,0
1938,nor,nor02JameisWinston,95,161,1170,14,3,102.8,64.4,32,166,1,23.7,4.6,,,,,,32.0,2,2
1939,nor,nor86EthanWolf,,,,,,,,0,0,0,0.0,0.0,2.0,2.0,8.0,0.0,100.0,2.0,0,0
1940,nor,nor49ZachWood,,,,,,,,,,,,,,,,,,,,
1941,nor,nor67LandonYoung,,,,,,,,,,,,,,,,,,,,
1942,sea,sea33JamalAdams,,,,,,,,,,,,,,,,,,,,
1943,sea,sea67MylesAdams,,,,,,,,,,,,,,,,,,,,
1944,sea,sea28UgoAmadi,,,,,,,,,,,,,,,,,,,,
1945,sea,sea31BlessuanAustin,,,,,,,,33,138,2,8.1,1.9,23.0,21.0,133.0,0.0,91.3,54.0,1,1
1946,sea,sea57CodyBarton,,,,,,,,,,,,,,,,,,,,
1947,sea,sea44NickBellore,,,,,,,,0,0,0,0.0,0.0,1.0,1.0,4.0,0.0,100.0,1.0,0,0
1948,sea,sea27MarquiseBlair,,,,,,,,,,,,,,,,,,,,
1949,sea,sea56JordynBrooks,,,,,,,,,,,,,,,,,,,,
1950,sea,sea76DuaneBrown,,,,,,,,,,,,,,,,,,,,
1951,sea,sea22TreBrown,,,,,,,,,,,,,,,,,,,,
1952,sea,sea32ChrisCarson,,,,,,,,54,232,3,58.0,13.5,6.0,6.0,29.0,0.0,100.0,60.0,1,1
1953,sea,sea91L.J.Collier,,,,,,,,,,,,,,,,,,,,
1954,sea,sea41AlexCollins,,,,,,,,108,411,2,37.4,9.8,10.0,9.0,87.0,0.0,90.0,117.0,1,1
1955,sea,sea74JakeCurhan,,,,,,,,,,,,,,,,,,,,
1956,sea,sea31DeeJayDallas,,,,,,,,33,138,2,8.1,1.9,23.0,21.0,133.0,0.0,91.3,54.0,1,1
1957,sea,sea04MichaelDickson,,,,,,,,,,,,,,,,,,,,
1958,sea,sea06QuandreDiggs,,,,,,,,,,,,,,,,,,,,
1959,sea,sea89WillDissly,,,,,,,,0,0,0,0.0,0.0,26.0,21.0,231.0,1.0,80.8,21.0,1,1
1960,sea,sea13PhillipDorsett,,,,,,,,0,0,0,0.0,0.0,1.0,1.0,3.0,0.0,100.0,1.0,0,0
1961,sea,sea08CarlosDunlap,,,,,,,,,,,,,,,,,,,,
1962,sea,sea01D'WayneEskridge,,,,,,,,4,59,0,5.9,0.4,20.0,10.0,64.0,1.0,50.0,14.0,0,0
1963,sea,sea81GeraldEverett,,,,,,,,3,20,0,1.3,0.2,63.0,48.0,478.0,4.0,76.2,51.0,2,2
1964,sea,sea21TreFlowers,,,,,,,,11,16,1,16.0,11.0,,,,,,11.0,1,1
1965,sea,sea97PoonaFord,,,,,,,,,,,,,,,,,,,,
1966,sea,sea78StoneForsythe,,,,,,,,,,,,,,,,,,,,
1967,sea,sea13AaronFuller,,,,,,,,0,0,0,0.0,0.0,1.0,1.0,3.0,0.0,100.0,1.0,0,0
1968,sea,sea61KyleFuller,,,,,,,,,,,,,,,,,,,,
1969,sea,sea94RasheemGreen,,,,,,,,,,,,,,,,,,,,
1970,sea,sea19PennyHart,,,,,,,,0,0,0,0.0,0.0,12.0,7.0,59.0,0.0,58.3,7.0,0,0
1971,sea,sea60PhilHaynes,,,,,,,,,,,,,,,,,,,,
1972,sea,sea38GavinHeslop,,,,,,,,,,,,,,,,,,,,
1973,sea,sea25TravisHomer,,,,,,,,21,177,1,12.6,1.5,20.0,16.0,161.0,0.0,80.0,37.0,0,0
1974,sea,sea51KerryHyder,,,,,,,,,,,,,,,,,,,,
1975,sea,sea66GabeJackson,,,,,,,,,,,,,,,,,,,,
1976,sea,sea30MichaelJackson,,,,,,,,,,,,,,,,,,,,
1977,sea,sea34JoshJohnson,,,,,,,,,,,,,,,,,,,,
1978,sea,sea73JamarcoJones,,,,,,,,,,,,,,,,,,,,
1979,sea,sea42JoshJones,,,,,,,,,,,,,,,,,,,,
1980,sea,sea23SidneyJones,,,,,,,,,,,,,,,,,,,,
1981,sea,sea68DamienLewis,,,,,,,,,,,,,,,,,,,,
1982,sea,sea16TylerLockett,,,,,,,,2,9,0,0.6,0.1,107.0,73.0,1175.0,8.0,68.2,75.0,0,0
1983,sea,sea85TylerMabry,,,,,,,,,,,,,,,,,,,,
1984,sea,sea10BensonMayowa,,,,,,,,,,,,,,,,,,,,
1985,sea,sea14D.K.Metcalf,,,,,,,,1,6,0,0.4,0.1,129.0,75.0,967.0,12.0,58.1,76.0,1,1
1986,sea,sea90BryanMone,,,,,,,,,,,,,,,,,,,,
1987,sea,sea58TannerMuse,,,,,,,,,,,,,,,,,,,,
1988,sea,sea05JasonMyers,,,,,,,,,,,,,,,,,,,,
1989,sea,sea26RyanNeal,,,,,,,,,,,,,,,,,,,,
1990,sea,sea92RobertNkemdiche,,,,,,,,,,,,,,,,,,,,
1991,sea,sea70CedricOgbuehi,,,,,,,,,,,,,,,,,,,,
1992,sea,sea69TylerOtt,,,,,,,,,,,,,,,,,,,,
1993,sea,sea84ColbyParkinson,,,,,,,,0,0,0,0.0,0.0,8.0,5.0,33.0,0.0,62.5,5.0,0,0
1994,sea,sea20RashaadPenny,,,,,,,,119,749,6,74.9,11.9,8.0,6.0,48.0,0.0,75.0,125.0,0,0
1995,sea,sea21AdrianPeterson,,,,,,,,11,16,1,16.0,11.0,,,,,,11.0,1,1
1996,sea,sea77EthanPocic,,,,,,,,,,,,,,,,,,,,
1997,sea,sea02D.J.Reed,,,,,,,,,,,,,,,,,,,,
1998,sea,sea29JohnReid,,,,,,,,,,,,,,,,,,,,
1999,sea,sea59JonRhattigan,,,,,,,,,,,,,,,,,,,,
2000,sea,sea98AltonRobinson,,,,,,,,,,,,,,,,,,,,
2001,sea,sea48EdmondRobinson,,,,,,,,,,,,,,,,,,,,
2002,sea,sea72BrandonShell,,,,,,,,,,,,,,,,,,,,
2003,sea,sea64DakodaShepley,,,,,,,,,,,,,,,,,,,,
2004,sea,sea07GenoSmith,65,95,702,5,1,103.0,45.8,9,42,1,10.5,2.3,,,,,,9.0,1,1
2005,sea,sea18FreddieSwain,,,,,,,,5,32,0,1.9,0.3,40.0,25.0,343.0,4.0,62.5,30.0,1,1
2006,sea,sea52DarrellTaylor,,,,,,,,,,,,,,,,,,,,
2007,sea,sea11CodyThompson,,,,,,,,,,,,,,,,,,,,
2008,sea,sea54BobbyWagner,,,,,,,,,,,,,,,,,,,,
2009,sea,sea39NigelWarrior,,,,,,,,,,,,,,,,,,,,
2010,sea,sea03RussellWilson,259,400,3113,25,6,103.1,54.7,43,183,2,13.1,3.1,,,,,,43.0,6,6
2011,sea,sea93AlWoods,,,,,,,,,,,,,,,,,,,,
2012,pit,pit57MontraviusAdams,,,,,,,,,,,,,,,,,,,,
2013,pit,pit27MarcusAllen,,,,,,,,,,,,,,,,,,,,
2014,pit,pit94TysonAlualu,,,,,,,,,,,,,,,,,,,,
2015,pit,pit61DanielArchibong,,,,,,,,,,,,,,,,,,,,
2016,pit,pit29KalenBallage,,,,,,,,12,36,0,2.1,0.7,7.0,2.0,8.0,0.0,28.6,14.0,0,0
2017,pit,pit72ZachBanner,,,,,,,,,,,,,,,,,,,,
2018,pit,pit09ChrisBoswell,0,1,0,0,0,39.6,,,,,,,,,,,,,,
2019,pit,pit96IsaiahBuggs,,,,,,,,,,,,,,,,,,,,
2020,pit,pit55DevinBush,,,,,,,,,,,,,,,,,,,,
2021,pit,pit98TacoCharlton,,,,,,,,,,,,,,,,,,,,
2022,pit,pit11ChaseClaypool,,,,,,,,14,96,0,6.4,0.9,105.0,59.0,860.0,2.0,56.2,73.0,0,0
2023,pit,pit79RashaadCoward,,,,,,,,,,,,,,,,,,,,
2024,pit,pit73CarlosDavis,,,,,,,,,,,,,,,,,,,,
2025,pit,pit69KevinDotson,,,,,,,,,,,,,,,,,,,,
2026,pit,pit85EricEbron,,,,,,,,1,1,1,0.1,0.1,18.0,12.0,84.0,1.0,66.7,13.0,0,0
2027,pit,pit34TerrellEdmunds,,,,,,,,,,,,,,,,,,,,
2028,pit,pit33TreyEdmunds,,,,,,,,,,,,,,,,,,,,
2029,pit,pit67B.J.Finney,,,,,,,,,,,,,,,,,,,,
2030,pit,pit39MinkahFitzpatrick,,,,,,,,,,,,,,,,,,,,
